Date,Close,High,Low,Open,Volume
2008-03-17,21.512767791748047,22.932724662045707,21.447433392683028,21.778465334681567,1988000
2008-03-18,21.604232788085938,22.649599587520463,20.798430390463505,21.71312509379517,8067600
2008-03-19,21.822025299072266,22.214038406160043,20.42820461068311,21.604240608815793,3007700
2008-03-20,21.408231735229492,21.8655791673953,21.286271201504263,21.8655791673953,3007700
2008-03-24,22.214027404785156,22.214027404785156,21.69570069683672,21.69570069683672,1437000
2008-03-25,22.540712356567383,22.540712356567383,22.03980697290651,22.388263758878473,1100800
2008-03-26,21.909135818481445,22.854322079060356,21.909135818481445,22.518933513149456,2023200
2008-03-27,22.07465171813965,22.662669594161635,21.778464468443616,22.19225562565704,8653300
2008-03-28,22.240175247192383,22.867394615628918,22.022390536567347,22.192262345004398,9961200
2008-03-31,22.031099319458008,23.825644641294772,21.77846828974563,22.823835432279527,19408900
2008-04-01,22.031099319458008,22.73236460267299,21.347253886519947,22.257593927493925,23322500
2008-04-02,22.305511474609375,22.680101473150973,21.84380891399676,22.28373333409162,12944700
2008-04-03,22.23581886291504,22.431825436909875,21.95269973298072,22.214040723930168,12439100
2008-04-04,22.375200271606445,22.42311317286772,22.12692583922116,22.42311317286772,6651000
2008-04-07,22.070302963256836,22.475382679713793,21.99625695521649,22.475382679713793,7099300
2008-04-08,22.039804458618164,22.218387793351816,21.86993270869651,21.957046895251565,8283300
2008-04-09,21.5084171295166,22.035455697200543,21.40823636833774,21.996254385298784,8916200
2008-04-10,21.194801330566406,21.73926293653201,21.12511031146541,21.55632463447875,14321900
2008-04-11,21.051071166992188,21.29498898227611,20.94217881043601,21.120762208725523,11400700
2008-04-14,20.90733528137207,21.059783936505784,20.659060807831032,21.0380057945675,11532500
2008-04-15,20.994443893432617,21.05977830176664,20.81150389465373,20.81150389465373,9603400
2008-04-16,21.54326629638672,21.60860238366312,21.0597839029254,21.085918670149102,14837600
2008-04-17,21.713125228881836,21.778461277339748,21.525830328971534,21.65650242588736,6660700
2008-04-18,21.761043548583984,22.187901296922597,21.508414198637322,21.99189642568809,9630700
2008-04-21,22.052873611450195,22.166120895728287,21.399519676642413,21.8655786838801,6528300
2008-04-22,21.808961868286133,22.170485303365172,21.743625787239264,22.039813141271434,5504900
2008-04-23,22.64960479736328,22.797698433654798,22.170479206660485,22.214035474337063,13532300
2008-04-24,22.64960479736328,22.83689973918976,22.43182013585017,22.64960479736328,5847500
2008-04-25,22.344703674316406,22.728005104970453,22.10514090324448,22.710581935039603,11399700
2008-04-28,22.244516372680664,22.34469707786096,22.10513437751117,22.187891917904167,8382500
2008-04-29,22.653949737548828,22.73670893571336,21.89170375946548,22.405675466183972,12325300
2008-04-30,22.22710418701172,22.653961965761027,22.174836328396466,22.51893652587452,8733100
2008-05-01,22.105140686035156,22.2880789838167,22.048516215098758,22.13998702555445,7120800
2008-05-02,22.222747802734375,22.257592485726917,21.952695278672838,22.170479947462987,9291100
2008-05-05,22.131275177001953,22.488441844994842,22.052872575582548,22.157408269765153,8398500
2008-05-06,22.597328186035156,22.627817893905217,22.14869082732743,22.170470614289872,7588300
2008-05-07,22.514577865600586,22.736719152364916,22.34906271802671,22.636538406760163,6391400
2008-05-08,22.736719131469727,22.741074093637618,22.431820271198664,22.497156334672862,6669700
2008-05-09,22.575563430786133,22.84997096413175,22.444891277880092,22.606053156713426,5491700
2008-05-12,22.854324340820312,22.884814062414602,22.344707336980413,22.640894628095097,5851300
2008-05-13,22.849971771240234,23.015488618952958,22.667033409214728,22.83254859536195,5986600
2008-05-14,22.941436767578125,23.019839383163742,22.8238345057649,22.871745738342597,5381500
2008-05-15,23.194067001342773,23.220201759507738,22.693161603354383,22.871744963568784,8376500
2008-05-16,23.250690460205078,23.302958312677536,22.802052936657503,23.1853543984407,7172600
2008-05-19,23.35957908630371,23.49896111184843,23.054680282337834,23.298599657823498,6580200
2008-05-20,23.045974731445312,23.49461063977175,23.00677342265022,23.215846515702303,6887400
2008-05-21,22.640893936157227,23.163577472830667,22.57555953255127,23.10259803150571,6784200
2008-05-22,22.771564483642578,22.984994190582785,22.553779814406315,22.571202986720856,5135200
2008-05-23,22.5624942779541,23.07646629582364,22.540716140566147,22.693164763847207,5197400
2008-05-27,22.48844337463379,22.62346879393434,22.266302101647373,22.614757208565756,6505400
2008-05-28,22.283720016479492,22.606041952833312,22.139983045712587,22.518927781259475,13524100
2008-05-29,22.658323287963867,22.71930274591961,22.183552514724084,22.196619066695852,7386900
2008-05-30,22.937084197998047,23.080822895421665,22.5668508781048,22.680098189339613,7047800
2008-06-02,22.697521209716797,22.954507216630017,22.614761962102055,22.714944384116254,8668100
2008-06-03,22.50586700439453,22.91965820978379,22.50586700439453,22.693161953554245,6552400
2008-06-04,22.62782096862793,22.767202983991893,22.43181449028339,22.514572042666778,6407400
2008-06-05,22.566843032836914,22.75413793987732,22.449239138074464,22.662667136241105,6407400
2008-06-06,21.996253967285156,22.436178315542108,21.952697693362214,22.43182335277595,10198500
2008-06-09,21.556324005126953,22.19225474355275,21.42129693262631,22.126918688118426,9937000
2008-06-10,21.556324005126953,21.626015022193275,21.138176241164114,21.347249292363077,8847000
2008-06-11,21.717483520507812,22.039803841705105,21.395161537745658,21.556323359909165,12367200
2008-06-12,22.340354919433594,22.379556231886834,21.721845507567487,21.721845507567487,11782900
2008-06-13,22.479738235473633,22.59734217932571,22.083370126149447,22.33599952802149,7365600
2008-06-16,22.096431732177734,22.288081637658856,21.883003692686387,22.288081637658856,8251100
2008-06-17,22.052873611450195,22.200967236469225,21.83073234313916,22.018027270709258,5633800
2008-06-18,21.734914779663086,22.022390531154862,21.700068428420213,21.874296861503616,9967500
2008-06-19,21.952695846557617,22.031098462275445,21.647796970051083,21.691353240309788,9591400
2008-06-20,21.87429428100586,22.03545448257847,21.67828773230118,21.808958210915872,11448200
2008-06-23,22.057226181030273,22.083360933751518,21.734905871958937,21.92220077921585,6625800
2008-06-24,22.2880802154541,22.449242052289257,21.800243066180563,21.887357258227805,8976600
2008-06-25,22.5494327545166,22.9762906564234,22.322936419747855,22.41005065028441,10334100
2008-06-26,22.03963279724121,22.650501694631618,22.03963279724121,22.457131964952165,12055000
2008-06-27,21.89900779724121,22.083586220652553,21.630928173890972,22.022060079515438,15397700
2008-06-30,21.705638885498047,22.04842835793719,21.46392831707399,21.88582331030089,9972600
2008-07-01,22.145105361938477,22.233000539977954,21.41557823419466,21.547420163023332,11092000
2008-07-02,22.237396240234375,22.443949672909174,21.916580240917668,22.180265795144024,7956400
2008-07-03,22.61973762512207,22.637315319023077,22.10115793466922,22.22421017428141,5151300
2008-07-07,22.7867374420166,22.997686541102716,22.457131779828543,22.619738446893304,8395000
2008-07-08,23.630531311035156,23.73161019029997,22.659293592634697,22.73400341260645,13977700
2008-07-09,23.731609344482422,23.92058340486094,23.402003659142387,23.608557091756396,10411300
2008-07-10,23.485502243041992,23.727214410663233,23.1646862563806,23.683265981795216,11581100
2008-07-11,23.45473861694336,23.661292036502267,22.96252796068796,23.2613705639583,6588500
2008-07-14,23.53823471069336,23.68326030001229,23.18226006633841,23.406391132180662,8298900
2008-07-15,23.423974990844727,23.674475155712795,22.99329046744943,23.2437906323175,8306600
2008-07-16,23.256973266601562,23.454736986853817,22.733999585455365,23.191053144158136,6910000
2008-07-17,22.395606994628906,23.38003003543577,22.369239613015033,23.38003003543577,10317300
2008-07-18,22.29013442993164,22.61974011644777,22.026448874842007,22.45713343738107,9559600
2008-07-21,22.184659957885742,22.4087927643966,22.083581081474243,22.334081270072573,4370800
2008-07-22,22.874629974365234,22.89660334734362,22.000077324014878,22.0835768119171,8926900
2008-07-23,22.61973762512207,23.11194826003187,22.36484178425564,23.11194826003187,7943800
2008-07-24,23.054813385009766,23.33168256745801,22.588971861402534,22.588971861402534,8717600
